FID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Medinc,GEO_id3,Id,GEO_id2,Geography,Wrk_16over,CarTruckVa,DriveAlone,Carpool,PublicTran,Walk,Bike,TaxiMCOthe,WorkfrHm,WlkBikTran,SHAPE_Length,SHAPE_Area
94,06,037,217200,06037217200,2172,Census Tract 2172,G5020,S,919065,0,+34.0495840,-118.3424594,48992,6037217200,1400000US06037217200,6037217200,"Census Tract 2172, Los Angeles County, California",2042,79.4,74.3,5.1,13,0.4,1,1.8,5,14,0.0468065380075557,8.97376865294915e-05
95,06,037,218110,06037218110,2181.10,Census Tract 2181.10,G5020,S,598601,0,+34.0443254,-118.3275531,41154,6037218110,1400000US06037218110,6037218110,"Census Tract 2181.10, Los Angeles County, California",1611,67.5,52.7,14.8,22,2.8,0,2.4,5,25,0.0392591643053248,5.84441588955459e-05
96,06,037,218210,06037218210,2182.10,Census Tract 2182.10,G5020,S,388481,0,+34.0427907,-118.3423056,32659,6037218210,1400000US06037218210,6037218210,"Census Tract 2182.10, Los Angeles County, California",1606,57.8,51.9,5.9,34,3.9,0,0.7,4,38,0.0265567597794971,3.79284675828718e-05
97,06,037,218220,06037218220,2182.20,Census Tract 2182.20,G5020,S,672776,0,+34.0434012,-118.3348919,42639,6037218220,1400000US06037218220,6037218220,"Census Tract 2182.20, Los Angeles County, California",1859,73.5,59.5,14,20,4.6,0,0.5,1,25,0.0363181859408677,6.56854597815375e-05
98,06,037,218300,06037218300,2183,Census Tract 2183,G5020,S,891389,9421,+34.0427467,-118.3548171,39480,6037218300,1400000US06037218300,6037218300,"Census Tract 2183, Los Angeles County, California",2304,79.5,67.4,12.1,15,1.2,0,0,5,16,0.0540015560208058,8.79476310620544e-05
99,06,037,218400,06037218400,2184,Census Tract 2184,G5020,S,656664,0,+34.0369278,-118.3592342,31835,6037218400,1400000US06037218400,6037218400,"Census Tract 2184, Los Angeles County, California",1706,83.6,71.1,12.5,10,0,0,0,6,10,0.0381599403085672,6.41076041335905e-05
100,06,037,218500,06037218500,2185,Census Tract 2185,G5020,S,523256,0,+34.0373857,-118.3505694,40313,6037218500,1400000US06037218500,6037218500,"Census Tract 2185, Los Angeles County, California",1296,80.2,71.6,8.6,15,2.1,1,0,2,18,0.0340586778777871,5.10838255734801e-05
101,06,037,218600,06037218600,2186,Census Tract 2186,G5020,S,430627,0,+34.0371838,-118.3427434,47778,6037218600,1400000US06037218600,6037218600,"Census Tract 2186, Los Angeles County, California",1482,84.1,67.4,16.7,14,0.6,1,0,1,16,0.0277465156631858,4.20405361635592e-05
102,06,037,218900,06037218900,2189,Census Tract 2189,G5020,S,703403,0,+34.0326941,-118.3230172,33527,6037218900,1400000US06037218900,6037218900,"Census Tract 2189, Los Angeles County, California",2153,77.8,62.5,15.2,16,0.1,0,0.8,6,16,0.0355734781763648,6.86672170918894e-05
103,06,037,219020,06037219020,2190.20,Census Tract 2190.20,G5020,S,726494,0,+34.0222083,-118.3226729,48056,6037219020,1400000US06037219020,6037219020,"Census Tract 2190.20, Los Angeles County, California",1869,76.6,64.9,11.7,12,2.7,3,3.4,2,18,0.0344508616059669,7.09127845418476e-05
104,06,037,271702,06037271702,2717.02,Census Tract 2717.02,G5020,S,697726,8791,+34.0251282,-118.4259054,55798,6037271702,1400000US06037271702,6037271702,"Census Tract 2717.02, Los Angeles County, California",1971,74.6,66.1,8.5,20,0.4,0,0,5,20,0.0400045709924029,6.89653012230602e-05
105,06,037,531202,06037531202,5312.02,Census Tract 5312.02,G5020,S,447318,0,+34.0257387,-118.1859280,31875,6037531202,1400000US06037531202,6037531202,"Census Tract 5312.02, Los Angeles County, California",1666,71.5,61.9,9.5,18,3.4,0,5,2,21,0.00573050025039758,1.40592268426935e-09
106,06,037,224410,06037224410,2244.10,Census Tract 2244.10,G5020,S,453261,0,+34.0351369,-118.2799795,24406,6037224410,1400000US06037224410,6037224410,"Census Tract 2244.10, Los Angeles County, California",1303,37.4,36.7,0.7,24,14.8,14,1.4,8,53,0.0318271277795589,4.42491787260585e-05
107,06,037,267404,06037267404,2674.04,Census Tract 2674.04,G5020,S,284447,0,+34.0456314,-118.4605333,82342,6037267404,1400000US06037267404,6037267404,"Census Tract 2674.04, Los Angeles County, California",1879,78.8,77.4,1.4,3,10.3,2,0,6,15,0.0221403781538501,2.77721035219018e-05
108,06,037,267300,06037267300,2673,Census Tract 2673,G5020,S,430300,0,+34.0452043,-118.4496931,54132,6037267300,1400000US06037267300,6037267300,"Census Tract 2673, Los Angeles County, California",2583,61,51.4,9.6,16,2.4,5,0.4,15,23,0.0263664911932996,4.20126127924925e-05
109,06,037,218800,06037218800,2188,Census Tract 2188,G5020,S,411644,0,+34.0377797,-118.3230095,41487,6037218800,1400000US06037218800,6037218800,"Census Tract 2188, Los Angeles County, California",1278,84.7,60.3,24.5,14,0,0,0.8,0,14,0.0281331839967341,4.01877474750306e-05
110,06,037,209401,06037209401,2094.01,Census Tract 2094.01,G5020,S,215664,0,+34.0567212,-118.2815247,28207,6037209401,1400000US06037209401,6037209401,"Census Tract 2094.01, Los Angeles County, California",1873,38.5,29,9.6,52,5,1,1.2,2,58,0.0192708856256799,2.1059238953412e-05
111,06,037,219500,06037219500,2195,Census Tract 2195,G5020,S,557587,0,+34.0209191,-118.3405648,67708,6037219500,1400000US06037219500,6037219500,"Census Tract 2195, Los Angeles County, California",853,85.7,74.7,11,13,0.7,1,0,0,15,0.0322861536143696,5.4425201788885e-05
112,06,037,219800,06037219800,2198,Census Tract 2198,G5020,S,446134,0,+34.0299390,-118.3547601,38111,6037219800,1400000US06037219800,6037219800,"Census Tract 2198, Los Angeles County, California",1425,75.4,61.5,13.9,15,3.8,1,0.8,4,20,0.0290192509313854,4.35505989330924e-05
113,06,037,220000,06037220000,2200,Census Tract 2200,G5020,S,971788,0,+34.0278406,-118.3401928,36545,6037220000,1400000US06037220000,6037220000,"Census Tract 2200, Los Angeles County, California",2515,87,67.7,19.4,5,2,0,2.4,3,7,0.0385642439096407,9.48621798836372e-05
114,06,037,220100,06037220100,2201,Census Tract 2201,G5020,S,979760,635,+34.0239340,-118.3662035,34286,6037220100,1400000US06037220100,6037220100,"Census Tract 2201, Los Angeles County, California",845,85.3,81.5,3.8,6,0.9,0,5.3,2,7,0.0543143748342703,9.56573649341345e-05
115,06,037,221120,06037221120,2211.20,Census Tract 2211.20,G5020,S,317504,0,+34.0421001,-118.2878972,29919,6037221120,1400000US06037221120,6037221120,"Census Tract 2211.20, Los Angeles County, California",1681,47.7,39.1,8.6,42,4.5,1,1.2,4,48,0.0231577968507298,3.09983834664522e-05
116,06,037,221210,06037221210,2212.10,Census Tract 2212.10,G5020,S,358782,0,+34.0436623,-118.3028633,32431,6037221210,1400000US06037221210,6037221210,"Census Tract 2212.10, Los Angeles County, California",1551,67.6,51.3,16.3,24,1.8,1,0,6,27,0.0249035646010898,3.50291698880186e-05
117,06,037,221220,06037221220,2212.20,Census Tract 2212.20,G5020,S,659408,0,+34.0435737,-118.2960214,30556,6037221220,1400000US06037221220,6037221220,"Census Tract 2212.20, Los Angeles County, California",1769,46,34.1,11.9,44,5.8,1,0.2,3,51,0.0318656239426363,6.43804647305705e-05
118,06,037,232300,06037232300,2323,Census Tract 2323,G5020,S,628761,0,+33.9974228,-118.2981841,29291,6037232300,1400000US06037232300,6037232300,"Census Tract 2323, Los Angeles County, California",1430,80.2,66.6,13.6,16,0,1,1.3,1,17,0.0360902375148058,6.1355556214972e-05
119,06,037,232400,06037232400,2324,Census Tract 2324,G5020,S,1112949,0,+33.9993836,-118.3108346,34695,6037232400,1400000US06037232400,6037232400,"Census Tract 2324, Los Angeles County, California",2757,79.3,67,12.3,17,0.3,0,1,2,17,0.0424191640074887,0.00010860588511636
120,06,037,232500,06037232500,2325,Census Tract 2325,G5020,S,767691,0,+33.9920834,-118.3108167,26328,6037232500,1400000US06037232500,6037232500,"Census Tract 2325, Los Angeles County, California",1820,62.2,49.8,12.4,26,3.4,2,1.6,6,31,0.0370909189035047,7.49078651516718e-05
121,06,037,232600,06037232600,2326,Census Tract 2326,G5020,S,795281,0,+33.9920924,-118.2979984,40467,6037232600,1400000US06037232600,6037232600,"Census Tract 2326, Los Angeles County, California",2300,81.5,67.9,13.6,14,2.3,0,1,2,16,0.0381338648800119,7.75997006807188e-05
122,06,037,232700,06037232700,2327,Census Tract 2327,G5020,S,731203,0,+33.9923463,-118.2858534,29500,6037232700,1400000US06037232700,6037232700,"Census Tract 2327, Los Angeles County, California",2407,76,64.5,11.5,13,3.4,2,2.8,2,18,0.035313807063822,7.13476217904513e-05
123,06,037,232800,06037232800,2328,Census Tract 2328,G5020,S,426644,0,+33.9923979,-118.2771883,28547,6037232800,1400000US06037232800,6037232800,"Census Tract 2328, Los Angeles County, California",1476,64.8,57,7.7,23,1.8,2,1,7,27,0.0261153583668353,4.16302774169859e-05
124,06,037,234000,06037234000,2340,Census Tract 2340,G5020,S,1241881,0,+34.0120868,-118.3214867,51846,6037234000,1400000US06037234000,6037234000,"Census Tract 2340, Los Angeles County, California",2409,79.8,71.5,8.3,12,0.5,0,3.8,4,12,0.0518224885082785,0.000121205166597545
125,06,037,234200,06037234200,2342,Census Tract 2342,G5020,S,882908,0,+34.0164074,-118.3311523,71684,6037234200,1400000US06037234200,6037234200,"Census Tract 2342, Los Angeles County, California",882,83.7,78.6,5.1,9,0,0,1.1,6,9,0.0385259122492927,8.61745132355904e-05
126,06,037,240600,06037240600,2406,Census Tract 2406,G5020,S,675863,0,+33.9469450,-118.2684059,33194,6037240600,1400000US06037240600,6037240600,"Census Tract 2406, Los Angeles County, California",1487,73.6,58.5,15.1,16,0,1,3.9,5,17,0.033219293952243,6.59130400356304e-05
127,06,037,239310,06037239310,2393.10,Census Tract 2393.10,G5020,S,534855,0,+33.9785291,-118.2773062,31791,6037239310,1400000US06037239310,6037239310,"Census Tract 2393.10, Los Angeles County, California",1574,59.3,51.3,8.1,16,8.2,9,1.2,6,33,0.0288332732954521,5.21806807181109e-05
128,06,037,532400,06037532400,5324,Census Tract 5324,G5020,S,12496788,442625,+34.0029371,-118.2109137,32188,6037532400,1400000US06037532400,6037532400,"Census Tract 5324, Los Angeles County, California",33,93.9,87.9,6.1,0,3,0,0,3,3,0.0890954281968608,1.13337659125941e-06
129,06,037,532800,06037532800,5328,Census Tract 5328,G5020,S,551035,0,+33.9864059,-118.2520926,26706,6037532800,1400000US06037532800,6037532800,"Census Tract 5328, Los Angeles County, California",1427,76.9,69.3,7.6,16,5.7,0,1.1,1,22,0.0143985007591038,8.06734835599874e-07
130,06,037,601502,06037601502,6015.02,Census Tract 6015.02,G5020,S,490797,0,+33.9400822,-118.3635824,36047,6037601502,1400000US06037601502,6037601502,"Census Tract 6015.02, Los Angeles County, California",1615,83.2,71.3,11.9,13,0.3,1,0,3,14,0.000999988613822497,3.65726337675035e-11
131,06,037,601600,06037601600,6016,Census Tract 6016,G5020,S,912444,0,+33.9348000,-118.3638535,36528,6037601600,1400000US06037601600,6037601600,"Census Tract 6016, Los Angeles County, California",1650,91.9,74.1,17.8,6,1.3,0,0,1,7,0.0061257945010931,3.20197470917308e-10
132,06,037,530700,06037530700,5307,Census Tract 5307,G5020,S,1057566,0,+34.0592133,-118.1839770,53250,6037530700,1400000US06037530700,6037530700,"Census Tract 5307, Los Angeles County, California",780,83.7,68.3,15.4,13,1.4,0,0.9,1,14,0.0280067432922281,7.22585065382148e-09
133,06,037,530801,06037530801,5308.01,Census Tract 5308.01,G5020,S,769115,0,+34.0508765,-118.1883898,39302,6037530801,1400000US06037530801,6037530801,"Census Tract 5308.01, Los Angeles County, California",2051,77,72,5,16,1.7,0,2.5,2,18,0.00274353086127953,2.15926726900969e-10
134,06,037,530901,06037530901,5309.01,Census Tract 5309.01,G5020,S,444141,0,+34.0432749,-118.1886037,44225,6037530901,1400000US06037530901,6037530901,"Census Tract 5309.01, Los Angeles County, California",1775,81.7,69,12.7,11,3.9,1,0.9,2,16,0.00741123726310766,1.98420771582226e-07
135,06,037,531201,06037531201,5312.01,Census Tract 5312.01,G5020,S,555365,0,+34.0297371,-118.1860676,40373,6037531201,1400000US06037531201,6037531201,"Census Tract 5312.01, Los Angeles County, California",2041,73.4,55.1,18.3,16,1.8,2,0.9,5,20,0.00284289476023786,2.87127587789005e-10
136,06,037,531301,06037531301,5313.01,Census Tract 5313.01,G5020,S,792708,0,+34.0217432,-118.1822337,30946,6037531301,1400000US06037531301,6037531301,"Census Tract 5313.01, Los Angeles County, California",2177,79.7,63.7,16,17,1.8,0,0.7,1,19,0.00656101223677077,8.00509415380416e-10
137,06,037,531302,06037531302,5313.02,Census Tract 5313.02,G5020,S,883742,0,+34.0169010,-118.1827241,37868,6037531302,1400000US06037531302,6037531302,"Census Tract 5313.02, Los Angeles County, California",2692,72.2,58.8,13.4,19,4.6,0,2.1,2,24,0.00612623763563864,1.54277612398841e-09
138,06,037,541001,06037541001,5410.01,Census Tract 5410.01,G5020,S,2609458,0,+33.8934521,-118.2749503,31960,6037541001,1400000US06037541001,6037541001,"Census Tract 5410.01, Los Angeles County, California",290,99,96.6,2.4,1,0,0,0,0,1,0.028494808132189,1.23407883624657e-06
139,06,037,702202,06037702202,7022.02,Census Tract 7022.02,G5020,S,1013380,0,+34.0081597,-118.4672218,67361,6037702202,1400000US06037702202,6037702202,"Census Tract 7022.02, Los Angeles County, California",2053,80.5,76.9,3.6,1,1.8,6,1.1,10,9,0.0104813339030417,1.81539794884211e-07
140,06,037,702300,06037702300,7023,Census Tract 7023,G5020,S,2600728,0,+34.0183095,-118.4559502,66655,6037702300,1400000US06037702300,6037702300,"Census Tract 7023, Los Angeles County, California",3181,81.3,76.5,4.8,2,2.9,3,1.3,10,8,0.0306811862790484,6.57236239140763e-07
141,06,037,276601,06037276601,2766.01,Census Tract 2766.01,G5020,S,2232360,7324,+33.9637725,-118.4345193,110256,6037276601,1400000US06037276601,6037276601,"Census Tract 2766.01, Los Angeles County, California",1924,91.7,84.6,7.1,0,0,1,0.8,6,1,0.0711443469045755,0.000218467745805495
142,06,037,277000,06037277000,2770,Census Tract 2770,G5020,S,2298914,0,+33.9713675,-118.4003336,138718,6037277000,1400000US06037277000,6037277000,"Census Tract 2770, Los Angeles County, California",2485,85.6,79.9,5.7,2,0.5,2,0,11,4,0.0635591877677947,0.00022426384580435
143,06,037,670701,06037670701,6707.01,Census Tract 6707.01,G5020,S,3084243,0,+33.7621331,-118.3130307,98864,6037670701,1400000US06037670701,6037670701,"Census Tract 6707.01, Los Angeles County, California",3199,97.1,92.8,4.2,1,0.7,0,0,1,2,0.0556446563748645,3.55722951394971e-07
144,06,037,700200,06037700200,7002,Census Tract 7002,G5020,S,698992,0,+34.0924899,-118.3653030,47159,6037700200,1400000US06037700200,6037700200,"Census Tract 7002, Los Angeles County, California",4594,79.9,77,2.8,4,5.8,1,0.3,9,11,0.0183861526900168,1.3754277247219e-08
145,06,037,700300,06037700300,7003,Census Tract 7003,G5020,S,607144,0,+34.0918485,-118.3720584,74368,6037700300,1400000US06037700300,6037700300,"Census Tract 7003, Los Angeles County, California",3954,76.3,70.4,5.9,4,6.4,1,0,12,11,0.0244524640716276,1.22760746718666e-07
146,06,037,271600,06037271600,2716,Census Tract 2716,G5020,S,901111,4341,+34.0210549,-118.4304607,71481,6037271600,1400000US06037271600,6037271600,"Census Tract 2716, Los Angeles County, California",2231,81.5,74.6,6.9,9,0.5,2,1.9,5,12,0.038558169321254,8.83795890017613e-05
147,06,037,703200,06037703200,7032,Census Tract 7032,G5020,S,2106455,0,+33.9985885,-118.3401633,85288,6037703200,1400000US06037703200,6037703200,"Census Tract 7032, Los Angeles County, California",2585,83.9,73.7,10.2,3,0.1,0,2.6,11,3,0.0362224820607356,3.36444298959689e-07
148,06,037,265510,06037265510,2655.10,Census Tract 2655.10,G5020,S,383468,0,+34.0564831,-118.4426278,63138,6037265510,1400000US06037265510,6037265510,"Census Tract 2655.10, Los Angeles County, California",2236,62.3,58.3,4,10,20.9,0,0,7,31,0.0252139983191912,3.74451236499912e-05
149,06,037,141500,06037141500,1415,Census Tract 1415,G5020,S,3331527,0,+34.1405078,-118.4786426,160197,6037141500,1400000US06037141500,6037141500,"Census Tract 1415, Los Angeles County, California",1330,90.6,77.4,13.2,2,0,0,0.8,7,2,0.0933537708719324,0.000325634769087561
150,06,037,192420,06037192420,1924.20,Census Tract 1924.20,G5020,S,324906,0,+34.0798801,-118.3113323,49508,6037192420,1400000US06037192420,6037192420,"Census Tract 1924.20, Los Angeles County, California",1978,80.8,70.9,9.9,12,2.3,0,1.9,3,14,0.0232726140101227,3.17349923363721e-05
151,06,037,221302,06037221302,2213.02,Census Tract 2213.02,G5020,S,462145,0,+34.0417457,-118.3114921,28963,6037221302,1400000US06037221302,6037221302,"Census Tract 2213.02, Los Angeles County, California",2103,56.1,41.9,14.1,36,1.1,2,3.6,1,39,0.0321464414916369,4.51200099204899e-05
152,06,037,231500,06037231500,2315,Census Tract 2315,G5020,S,919207,0,+34.0072777,-118.3108266,36464,6037231500,1400000US06037231500,6037231500,"Census Tract 2315, Los Angeles County, California",1843,83.9,72.6,11.3,11,1.5,0,0.6,3,12,0.0393641309737397,8.97075521058713e-05
153,06,037,700400,06037700400,7004,Census Tract 7004,G5020,S,1315939,0,+34.0812987,-118.3811478,61534,6037700400,1400000US06037700400,6037700400,"Census Tract 7004, Los Angeles County, California",3607,77.4,71.6,5.8,6,5.7,0,0.8,10,12,0.0429782746253059,1.63112387498097e-08
154,06,037,302102,06037302102,3021.02,Census Tract 3021.02,G5020,S,1037502,0,+34.1347576,-118.2363625,41218,6037302102,1400000US06037302102,6037302102,"Census Tract 3021.02, Los Angeles County, California",2711,81,76.6,4.4,8,3.2,0,1.8,6,11,0.0343287542597335,3.30532177368926e-07
155,06,037,302104,06037302104,3021.04,Census Tract 3021.04,G5020,S,569425,0,+34.1453999,-118.2320955,43358,6037302104,1400000US06037302104,6037302104,"Census Tract 3021.04, Los Angeles County, California",1879,80.8,68.3,12.5,5,3.2,3,0.5,7,11,0.0031106008181505,3.1855036585874e-10
156,06,037,700600,06037700600,7006,Census Tract 7006,G5020,S,5679682,5889,+34.0892642,-118.4021007,217546,6037700600,1400000US06037700600,6037700600,"Census Tract 7006, Los Angeles County, California",2147,80.1,76.2,3.9,0,0.7,0,0.8,18,1,0.0875997658393059,1.92376748329929e-07
157,06,037,700700,06037700700,7007,Census Tract 7007,G5020,S,3530820,0,+34.0805214,-118.4165590,177794,6037700700,1400000US06037700700,6037700700,"Census Tract 7007, Los Angeles County, California",1498,65,57.9,7,0,1.9,0,4,29,2,0.0705710755206526,2.71654660147662e-07
158,06,037,310400,06037310400,3104,Census Tract 3104,G5020,S,1406752,0,+34.2026770,-118.3354064,59896,6037310400,1400000US06037310400,6037310400,"Census Tract 3104, Los Angeles County, California",1538,88.9,76.7,12.2,3,2.4,0,0.8,4,5,0.0090803700650106,1.1045191298798e-09
159,06,037,460800,06037460800,4608,Census Tract 4608,G5020,S,6696478,47179,+34.1648035,-118.1823685,176364,6037460800,1400000US06037460800,6037460800,"Census Tract 4608, Los Angeles County, California",1645,88.4,78.2,10.2,2,0.4,0,0.8,9,2,0.0119410701888519,1.32093437130263e-07
160,06,037,106112,06037106112,1061.12,Census Tract 1061.12,G5020,S,3227646,0,+34.3054778,-118.4124465,77957,6037106112,1400000US06037106112,6037106112,"Census Tract 1061.12, Los Angeles County, California",2396,93.1,70,23,2,1.5,0,0.3,3,4,0.150009635241172,0.000316078714360815
161,06,037,106113,06037106113,1061.13,Census Tract 1061.13,G5020,S,1438283,0,+34.3061794,-118.4222372,65016,6037106113,1400000US06037106113,6037106113,"Census Tract 1061.13, Los Angeles County, California",1571,90.2,71.5,18.7,5,0.5,0,0,4,6,0.0598461736864511,0.000140854554827001
162,06,037,106114,06037106114,1061.14,Census Tract 1061.14,G5020,S,1011117,3298,+34.3023558,-118.4268073,44629,6037106114,1400000US06037106114,6037106114,"Census Tract 1061.14, Los Angeles County, California",2266,90,61.7,28.2,4,2.3,1,0.3,2,7,0.0520814081801776,9.93223179909815e-05
163,06,037,106403,06037106403,1064.03,Census Tract 1064.03,G5020,S,1105659,0,+34.3060186,-118.4412741,58750,6037106403,1400000US06037106403,6037106403,"Census Tract 1064.03, Los Angeles County, California",1118,87.7,60.2,27.5,7,0.3,0,3.7,2,7,0.0435688267785742,0.00010827841384057
